[27Aug2026 22:43:47.714] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, scoopminator, --version, 1.20.1, --gameDir, /home/scupa/.local/share/PrismLauncher/instances/Cursed Walking - A Modern Zombie Apocalypse/minecraft, --assetsDir, /home/scupa/.local/share/PrismLauncher/assets, --assetIndex, 5, --uuid, 60fc6d77fd794d29a39e92da03b7fafe, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, release, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, --width, 1080, --height, 1920]
[27Aug2026 22:43:47.717] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.19 by Arch Linux; OS Linux arch amd64 version 7.2.0-1-cachyos
[27Aug2026 22:43:47.729] [main/DEBUG] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Found launch services [fmlclientdev,forgeclient,minecraft,forgegametestserverdev,fmlserveruserdev,fmlclient,fmldatauserdev,forgeserverdev,forgeserveruserdev,forgeclientdev,forgeclientuserdev,forgeserver,forgedatadev,fmlserver,fmlclientuserdev,fmlserverdev,forgedatauserdev,testharness,forgegametestserveruserdev]
[27Aug2026 22:43:47.736] [main/DEBUG] [cpw.mods.modlauncher.NameMappingServiceHandler/MODLAUNCHER]: Found naming services : [srgtomcp]
[27Aug2026 22:43:47.743] [main/DEBUG] [cpw.mods.modlauncher.LaunchPluginHandler/MODLAUNCHER]: Found launch plugins: [mixin,eventbus,slf4jfixer,object_holder_definalize,runtime_enum_extender,capability_token_subclass,accesstransformer,runtimedistcleaner]
[27Aug2026 22:43:47.749] [main/DEBUG] [cpw.mods.modlauncher.TransformationServicesHandler/MODLAUNCHER]: Discovering transformation services
[27Aug2026 22:43:47.751] [main/DEBUG] [net.minecraftforge.fml.loading.FMLPaths/CORE]: Path GAMEDIR is /home/scupa/.local/share/PrismLauncher/instances/Cursed Walking - A Modern Zombie Apocalypse/minecraft
[27Aug2026 22:43:47.751] [main/DEBUG] [net.minecraftforge.fml.loading.FMLPaths/CORE]: Path MODSDIR is /home/scupa/.local/share/PrismLauncher/instances/Cursed Walking - A Modern Zombie Apocalypse/minecraft/mods
[27Aug2026 22:43:47.752] [main/DEBUG] [net.minecraftforge.fml.loading.FMLPaths/CORE]: Path CONFIGDIR is /home/scupa/.local/share/PrismLauncher/instances/Cursed Walking - A Modern Zombie Apocalypse/minecraft/config
[27Aug2026 22:43:47.752] [main/DEBUG] [net.minecraftforge.fml.loading.FMLPaths/CORE]: Path FMLCONFIG is /home/scupa/.local/share/PrismLauncher/instances/Cursed Walking - A Modern Zombie Apocalypse/minecraft/config/fml.toml
[27Aug2026 22:43:48.738] [main/DEBUG] [cpw.mods.modlauncher.TransformationServicesHandler/MODLAUNCHER]: Found additional transformation services from discovery services: [/home/scupa/.local/share/PrismLauncher/instances/Cursed Walking - A Modern Zombie Apocalypse/minecraft/mods/theimpossiblelibrary-0.4.7.jar][/home/scupa/.local/share/PrismLauncher/instances/Cursed Walking - A Modern Zombie Apocalypse/minecraft/mods/CrashAssistant-forge-1.19-1.20.1-1.11.3.jar][/home/scupa/.local/share/PrismLauncher/instances/Cursed Walking - A Modern Zombie Apocalypse/minecraft/mods/CrashAssistant-forge-1.19-1.20.1-1.11.3.jar]
[27Aug2026 22:43:48.763] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: Loading ImmediateWindowProvider fmlearlywindow
[27Aug2026 22:43:48.816] [main/INFO] [EARLYDISPLAY/]: Trying GL version 4.6
[27Aug2026 22:43:49.007] [main/INFO] [EARLYDISPLAY/]: Requested GL version 4.6 got version 4.6
[27Aug2026 22:43:49.071] [main/WARN] [CrashAssistantJarInJarHelper/]: Stream injection failed; legacy loggers may retain blocking behavior.
[27Aug2026 22:43:49.071] [main/INFO] [CrashAssistantJarInJarHelper/]: Launching CrashAssistantApp (CrashAssistant-forge-1.19-1.20.1-1.11.3.jar)
